station_name,city,datetime,air_temperature,air_temperature_dew_point,wind_speed_rate,visibility_distance,Season_name,month,hour
TABUK,TABUK,2025-02-15 08:00:00,13,-2,1.5,9900,Winter,2,8
HAIL,HAIL,2025-02-15 08:00:00,9,6,5.1,9999,Winter,2,8
SHARURAH,SHARURAH,2025-02-15 08:00:00,29,4,3.6,5000,Winter,2,8
AL BAHA,AL BAHA,2025-02-15 08:00:00,24,5,4.1,9900,Winter,2,8
BISHA,BISHA,2025-02-15 08:00:00,23,6,1.5,9900,Winter,2,8
WADI AL DAWASIR,WADI AL DAWASIR,2025-02-15 08:00:00,21,11,9.3,9900,Winter,2,8
WEJH,WEJH,2025-02-15 08:00:00,24,11,2.6,9900,Winter,2,8
AL AHSA,AL AHSA,2025-02-15 08:00:00,16,9,4.1,9999,Winter,2,8
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-02-15 08:00:00,21,13,3.6,9900,Winter,2,8
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-02-15 07:31:00,15,14,7.2,5000,Winter,2,7
GASSIM,GASSIM,2025-02-15 07:00:00,10,8,6.2,9999,Winter,2,7
TABUK,TABUK,2025-02-15 07:00:00,12,-3,2.1,9900,Winter,2,7
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-02-15 07:00:00,26,19,2.6,9999,Winter,2,7
ABHA,ABHA,2025-02-15 07:00:00,19,8,10.3,9999,Winter,2,7
SHARURAH,SHARURAH,2025-02-15 07:00:00,25,5,5.1,3500,Winter,2,7
KING KHALED AB,KING KHALED AB,2025-02-15 07:00:00,21,1,6.2,9999,Winter,2,7
RAFHA,RAFHA,2025-02-15 07:00:00,12,-2,6.7,9900,Winter,2,7
TURAIF,TURAIF,2025-02-15 07:00:00,8,-6,7.2,9900,Winter,2,7
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-02-15 07:00:00,19,12,6.2,9900,Winter,2,7
AL JOUF,AL JOUF,2025-02-15 07:00:00,11,-3,6.2,9900,Winter,2,7
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-02-15 07:00:00,18,5,2.1,9999,Winter,2,7
AL BAHA,AL BAHA,2025-02-15 07:00:00,21,6,2.1,9900,Winter,2,7
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-02-15 07:00:00,16,13,7.7,5000,Winter,2,7
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-02-15 07:00:00,17,11,5.1,8000,Winter,2,7
KING KHALED INTL,KING KHALED INTL,2025-02-15 07:00:00,14,13,3.6,4000,Winter,2,7
YENBO,YENBO,2025-02-15 07:00:00,24,15,2.1,9999,Winter,2,7
WADI AL DAWASIR,WADI AL DAWASIR,2025-02-15 07:00:00,19,11,9.3,9900,Winter,2,7
ARAR,ARAR,2025-02-15 07:00:00,10,-6,4.1,9900,Winter,2,7
GURIAT,GURIAT,2025-02-15 07:00:00,7,-7,0,9900,Winter,2,7
AL AHSA,AL AHSA,2025-02-15 07:00:00,17,4,6.2,9999,Winter,2,7
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-02-15 07:00:00,28,22,2.6,6000,Winter,2,7
QAISUMAH,QAISUMAH,2025-02-15 07:00:00,10,9,2.6,9000,Winter,2,7
WEJH,WEJH,2025-02-15 07:00:00,23,7,1.5,9900,Winter,2,7
TAIF,TAIF,2025-02-15 07:00:00,20,14,3.6,9900,Winter,2,7
BISHA,BISHA,2025-02-15 07:00:00,21,7,2.1,9900,Winter,2,7
HAIL,HAIL,2025-02-15 07:00:00,8,6,5.1,9999,Winter,2,7
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-02-15 07:00:00,16,12,4.1,7000,Winter,2,7
NEJRAN,NEJRAN,2025-02-15 07:00:00,24,4,1.5,3000,Winter,2,7
KING KHALED INTL,KING KHALED INTL,2025-02-15 06:00:00,13.9,13,4.6,4000,Winter,2,6
GASSIM,GASSIM,2025-02-15 06:00:00,10,8,5.7,9999,Winter,2,6
AL JOUF,AL JOUF,2025-02-15 06:00:00,9,-3,5.7,10000,Winter,2,6
TABUK,TABUK,2025-02-15 06:00:00,9,-2,0,10000,Winter,2,6
HAIL,HAIL,2025-02-15 06:00:00,8,6,5.1,9999,Winter,2,6
YENBO,YENBO,2025-02-15 06:00:00,21.4,15,2.1,10000,Winter,2,6
QAISUMAH,QAISUMAH,2025-02-15 06:00:00,11.2,9,5.1,10000,Winter,2,6
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-02-15 06:00:00,18,10,5.7,9999,Winter,2,6
ARAR,ARAR,2025-02-15 06:00:00,7.8,-5,1.5,10000,Winter,2,6
RAFHA,RAFHA,2025-02-15 06:00:00,10.7,-2,6.7,10000,Winter,2,6
TURAIF,TURAIF,2025-02-15 06:00:00,5.7,-6,5.1,10000,Winter,2,6
TURAIF,TURAIF,2025-02-15 06:00:00,6,-5,5.1,9900,Winter,2,6
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-02-15 06:00:00,25.8,18,0,10000,Winter,2,6
ABHA,ABHA,2025-02-15 06:00:00,15.5,12,5.1,10000,Winter,2,6
NEJRAN,NEJRAN,2025-02-15 06:00:00,21,6,2.1,3000,Winter,2,6
AL AHSA,AL AHSA,2025-02-15 06:00:00,16,3,5.1,9999,Winter,2,6
HAIL,HAIL,2025-02-15 06:00:00,8.2,6,5.1,10000,Winter,2,6
ARAR,ARAR,2025-02-15 06:00:00,8,-5,1.5,9900,Winter,2,6
GURIAT,GURIAT,2025-02-15 06:00:00,3,-9,0,9900,Winter,2,6
QAISUMAH,QAISUMAH,2025-02-15 06:00:00,11,9,5.1,9999,Winter,2,6
WEJH,WEJH,2025-02-15 06:00:00,20,2,2.1,9900,Winter,2,6
AL BAHA,AL BAHA,2025-02-15 06:00:00,18.2,6,2.1,10000,Winter,2,6
BISHA,BISHA,2025-02-15 06:00:00,20,7,0,9900,Winter,2,6
KING KHALED AB,KING KHALED AB,2025-02-15 06:00:00,17.6,9,5.1,10000,Winter,2,6
KING KHALED AB,KING KHALED AB,2025-02-15 06:00:00,18,9,5.1,9999,Winter,2,6
WADI AL DAWASIR,WADI AL DAWASIR,2025-02-15 06:00:00,18,12,10.3,9900,Winter,2,6
YENBO,YENBO,2025-02-15 06:00:00,21,15,2.1,9999,Winter,2,6
NEJRAN,NEJRAN,2025-02-15 06:00:00,21.2,6,2.1,3000,Winter,2,6
AL BAHA,AL BAHA,2025-02-15 06:00:00,18,6,2.1,9900,Winter,2,6
TABUK,TABUK,2025-02-15 06:00:00,9,-2,0,9900,Winter,2,6
GASSIM,GASSIM,2025-02-15 06:00:00,10.2,8,5.7,10000,Winter,2,6
AL JOUF,AL JOUF,2025-02-15 06:00:00,9,-3,5.7,9900,Winter,2,6
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-02-15 06:00:00,16,14,5.1,5000,Winter,2,6
AL-DAWADAMI,AL-DAWADAMI,2025-02-15 06:00:00,16,13,5.1,5000,Winter,2,6
KING KHALED INTL,KING KHALED INTL,2025-02-15 06:00:00,14,13,4.6,4000,Winter,2,6
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-02-15 06:00:00,15.8,10,4.6,10000,Winter,2,6
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-02-15 06:00:00,16,10,4.6,9900,Winter,2,6
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-02-15 06:00:00,27,22,2.1,6000,Winter,2,6
SHARURAH,SHARURAH,2025-02-15 06:00:00,21.2,5,4.6,3500,Winter,2,6
WADI AL DAWASIR,WADI AL DAWASIR,2025-02-15 06:00:00,17.7,12,10.3,10000,Winter,2,6
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-02-15 06:00:00,17,4,0,9999,Winter,2,6
AL AHSA,AL AHSA,2025-02-15 06:00:00,15.5,3,5.1,10000,Winter,2,6
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-02-15 06:00:00,18,12,6.7,9900,Winter,2,6
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-02-15 06:00:00,27.5,22,2.1,6000,Winter,2,6
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-02-15 06:00:00,26,18,0,9999,Winter,2,6
MINA,MINA,2025-02-15 06:00:00,26.2,19,2.1,10000,Winter,2,6
SHARURAH,SHARURAH,2025-02-15 06:00:00,21,5,4.6,3500,Winter,2,6
TAIF,TAIF,2025-02-15 06:00:00,17.2,15,4.1,5000,Winter,2,6
TAIF,TAIF,2025-02-15 06:00:00,17,15,4.1,5000,Winter,2,6
ABHA,ABHA,2025-02-15 06:00:00,15,12,5.1,9999,Winter,2,6
BISHA,BISHA,2025-02-15 06:00:00,20,7,0,10000,Winter,2,6
WEJH,WEJH,2025-02-15 06:00:00,19.6,2,2.1,10000,Winter,2,6
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-02-15 06:00:00,16.5,4,0,10000,Winter,2,6
RAFHA,RAFHA,2025-02-15 06:00:00,11,-2,6.7,9900,Winter,2,6
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-02-15 06:00:00,18.1,12,6.7,10000,Winter,2,6
GURIAT,GURIAT,2025-02-15 06:00:00,3.2,-9,0,10000,Winter,2,6
KING KHALED INTL,KING KHALED INTL,2025-02-15 05:00:00,14,13,2.6,4000,Winter,2,5
AL JOUF,AL JOUF,2025-02-15 05:00:00,7,-2,2.6,9900,Winter,2,5
AL AHSA,AL AHSA,2025-02-15 05:00:00,15,9,7.7,9999,Winter,2,5
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-02-15 05:00:00,17,12,6.2,9900,Winter,2,5
TABUK,TABUK,2025-02-15 05:00:00,6,-4,0,9900,Winter,2,5
HAIL,HAIL,2025-02-15 05:00:00,9,6,4.1,9999,Winter,2,5
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-02-15 05:00:00,15,15,2.6,5000,Winter,2,5
KING KHALED AB,KING KHALED AB,2025-02-15 05:00:00,16,10,5.1,9999,Winter,2,5
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-02-15 05:00:00,14,2,0,9999,Winter,2,5
QAISUMAH,QAISUMAH,2025-02-15 05:00:00,11,9,4.1,9999,Winter,2,5
NEJRAN,NEJRAN,2025-02-15 05:00:00,19,4,2.1,3000,Winter,2,5
TAIF,TAIF,2025-02-15 05:00:00,15,14,2.1,3000,Winter,2,5
TURAIF,TURAIF,2025-02-15 05:00:00,2,-7,4.1,9900,Winter,2,5
ARAR,ARAR,2025-02-15 05:00:00,4,-6,0,9900,Winter,2,5
GURIAT,GURIAT,2025-02-15 05:00:00,1,-10,0,9900,Winter,2,5
YENBO,YENBO,2025-02-15 05:00:00,20,14,3.1,9999,Winter,2,5
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-02-15 05:00:00,15,8,3.6,9999,Winter,2,5
BISHA,BISHA,2025-02-15 05:00:00,16,9,0,9900,Winter,2,5
GASSIM,GASSIM,2025-02-15 05:00:00,10,8,5.1,9999,Winter,2,5
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-02-15 05:00:00,26,21,1.5,7000,Winter,2,5
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-02-15 05:00:00,25,18,0,9999,Winter,2,5
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-02-15 05:00:00,16,11,5.7,9999,Winter,2,5
AL BAHA,AL BAHA,2025-02-15 05:00:00,16,6,0,9000,Winter,2,5
WADI AL DAWASIR,WADI AL DAWASIR,2025-02-15 05:00:00,17,11,8.2,9900,Winter,2,5
ABHA,ABHA,2025-02-15 05:00:00,15,13,3.1,9999,Winter,2,5
WEJH,WEJH,2025-02-15 05:00:00,16,-1,2.1,9900,Winter,2,5
SHARURAH,SHARURAH,2025-02-15 05:00:00,17,4,4.1,4000,Winter,2,5
RAFHA,RAFHA,2025-02-15 05:00:00,9,-3,5.1,9999,Winter,2,5
TAIF,TAIF,2025-02-15 04:18:00,15,14,0,1500,Winter,2,4
AL BAHA,AL BAHA,2025-02-15 04:00:00,14,6,2.1,9000,Winter,2,4
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-02-15 04:00:00,15,7,4.6,9999,Winter,2,4
QAISUMAH,QAISUMAH,2025-02-15 04:00:00,11,10,3.1,9999,Winter,2,4
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-02-15 04:00:00,16,12,5.1,9000,Winter,2,4
TURAIF,TURAIF,2025-02-15 04:00:00,1,-7,3.1,9900,Winter,2,4
WADI AL DAWASIR,WADI AL DAWASIR,2025-02-15 04:00:00,17,11,9.3,9900,Winter,2,4
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-02-15 04:00:00,17,12,5.7,9900,Winter,2,4
TABUK,TABUK,2025-02-15 04:00:00,6,-4,0,9900,Winter,2,4
GURIAT,GURIAT,2025-02-15 04:00:00,0,-10,0,9900,Winter,2,4
BISHA,BISHA,2025-02-15 04:00:00,14,7,1.5,9900,Winter,2,4
YENBO,YENBO,2025-02-15 04:00:00,20,13,1.5,9999,Winter,2,4
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-02-15 04:00:00,25,18,0,9999,Winter,2,4
ABHA,ABHA,2025-02-15 04:00:00,14,13,5.1,9999,Winter,2,4
SHARURAH,SHARURAH,2025-02-15 04:00:00,15,3,4.1,4000,Winter,2,4
AL JOUF,AL JOUF,2025-02-15 04:00:00,6,-3,2.6,9900,Winter,2,4
AL AHSA,AL AHSA,2025-02-15 04:00:00,15,10,3.6,9000,Winter,2,4
ARAR,ARAR,2025-02-15 04:00:00,3,-7,1.5,9900,Winter,2,4
GASSIM,GASSIM,2025-02-15 04:00:00,10,8,5.7,9999,Winter,2,4
RAFHA,RAFHA,2025-02-15 04:00:00,9,-3,4.1,9999,Winter,2,4
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-02-15 04:00:00,25,22,2.1,9000,Winter,2,4
HAIL,HAIL,2025-02-15 04:00:00,10,4,4.1,9999,Winter,2,4
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-02-15 04:00:00,15,15,3.6,5000,Winter,2,4
TAIF,TAIF,2025-02-15 04:00:00,15,15,0,200,Winter,2,4
KING KHALED AB,KING KHALED AB,2025-02-15 04:00:00,16,11,6.2,9999,Winter,2,4
WEJH,WEJH,2025-02-15 04:00:00,15,3,3.1,9900,Winter,2,4
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-02-15 04:00:00,14,1,1,9999,Winter,2,4
NEJRAN,NEJRAN,2025-02-15 04:00:00,17,3,2.1,3000,Winter,2,4
KING KHALED INTL,KING KHALED INTL,2025-02-15 04:00:00,13,13,2.1,4000,Winter,2,4
TAIF,TAIF,2025-02-15 03:27:00,15,15,0,300,Winter,2,3
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-02-15 03:00:00,17,12,5.1,9999,Winter,2,3
TABUK,TABUK,2025-02-15 03:00:00,6,-4,1.5,10000,Winter,2,3
YENBO,YENBO,2025-02-15 03:00:00,20.5,14,1,10000,Winter,2,3
YENBO,YENBO,2025-02-15 03:00:00,21,14,1,9999,Winter,2,3
ARAR,ARAR,2025-02-15 03:00:00,3.9,-7,1.5,10000,Winter,2,3
ARAR,ARAR,2025-02-15 03:00:00,4,-7,1.5,9900,Winter,2,3
TURAIF,TURAIF,2025-02-15 03:00:00,1,-8,3.1,10000,Winter,2,3
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-02-15 03:00:00,25,18,0,9999,Winter,2,3
KING KHALED AB,KING KHALED AB,2025-02-15 03:00:00,16,10,8.2,9999,Winter,2,3
RAFHA,RAFHA,2025-02-15 03:00:00,8.9,-3,3.6,10000,Winter,2,3
TURAIF,TURAIF,2025-02-15 03:00:00,1,-8,3.1,9900,Winter,2,3
HAIL,HAIL,2025-02-15 03:00:00,10.2,3,4.1,10000,Winter,2,3
GASSIM,GASSIM,2025-02-15 03:00:00,11,8,5.7,9999,Winter,2,3
GURIAT,GURIAT,2025-02-15 03:00:00,0.2,-11,0,10000,Winter,2,3
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-02-15 03:00:00,14.8,0,5.1,10000,Winter,2,3
AL BAHA,AL BAHA,2025-02-15 03:00:00,14.6,6,1.5,9000,Winter,2,3
WADI AL DAWASIR,WADI AL DAWASIR,2025-02-15 03:00:00,19,9,9.3,9900,Winter,2,3
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-02-15 03:00:00,26,22,2.1,9000,Winter,2,3
AL-DAWADAMI,AL-DAWADAMI,2025-02-15 03:00:00,14,14,5.1,10000,Winter,2,3
KING KHALED INTL,KING KHALED INTL,2025-02-15 03:00:00,13.7,13,1,7000,Winter,2,3
KING KHALED INTL,KING KHALED INTL,2025-02-15 03:00:00,14,13,1,7000,Winter,2,3
ABHA,ABHA,2025-02-15 03:00:00,14.7,13,3.6,10000,Winter,2,3
SHARURAH,SHARURAH,2025-02-15 03:00:00,14.8,3,2.6,4000,Winter,2,3
AL BAHA,AL BAHA,2025-02-15 03:00:00,15,6,1.5,9000,Winter,2,3
TAIF,TAIF,2025-02-15 03:00:00,14.9,14,2.1,1500,Winter,2,3
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-02-15 03:00:00,15,0,5.1,9999,Winter,2,3
GASSIM,GASSIM,2025-02-15 03:00:00,11.2,8,5.7,10000,Winter,2,3
AL AHSA,AL AHSA,2025-02-15 03:00:00,14.4,11,2.6,8000,Winter,2,3
QAISUMAH,QAISUMAH,2025-02-15 03:00:00,12,10,3.6,9999,Winter,2,3
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-02-15 03:00:00,16,12,5.1,8000,Winter,2,3
MINA,MINA,2025-02-15 03:00:00,24.2,17,2.1,10000,Winter,2,3
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-02-15 03:00:00,13.6,8,3.6,10000,Winter,2,3
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-02-15 03:00:00,14,8,3.6,9999,Winter,2,3
AL JOUF,AL JOUF,2025-02-15 03:00:00,7,-2,2.6,10000,Winter,2,3
AL JOUF,AL JOUF,2025-02-15 03:00:00,7,-2,2.6,9900,Winter,2,3
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-02-15 03:00:00,25.7,22,2.1,9000,Winter,2,3
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-02-15 03:00:00,24.5,18,0,10000,Winter,2,3
TABUK,TABUK,2025-02-15 03:00:00,6,-4,1.5,9900,Winter,2,3
HAIL,HAIL,2025-02-15 03:00:00,10,2,4.1,9999,Winter,2,3
QAISUMAH,QAISUMAH,2025-02-15 03:00:00,11.6,10,3.6,10000,Winter,2,3
WEJH,WEJH,2025-02-15 03:00:00,15,3,1.5,9900,Winter,2,3
SHARURAH,SHARURAH,2025-02-15 03:00:00,15,3,2.6,4000,Winter,2,3
TAIF,TAIF,2025-02-15 03:00:00,15,14,2.1,1500,Winter,2,3
ABHA,ABHA,2025-02-15 03:00:00,15,13,3.6,9999,Winter,2,3
WADI AL DAWASIR,WADI AL DAWASIR,2025-02-15 03:00:00,18.6,9,9.3,10000,Winter,2,3
BISHA,BISHA,2025-02-15 03:00:00,15.6,7,0,10000,Winter,2,3
BISHA,BISHA,2025-02-15 03:00:00,16,7,0,9900,Winter,2,3
KING KHALED AB,KING KHALED AB,2025-02-15 03:00:00,16,10,8.2,10000,Winter,2,3
WEJH,WEJH,2025-02-15 03:00:00,15,3,1.5,10000,Winter,2,3
NEJRAN,NEJRAN,2025-02-15 03:00:00,16.4,2,1.5,4000,Winter,2,3
NEJRAN,NEJRAN,2025-02-15 03:00:00,16,2,1.5,4000,Winter,2,3
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-02-15 03:00:00,14,14,5.1,9999,Winter,2,3
RAFHA,RAFHA,2025-02-15 03:00:00,9,-3,3.6,9900,Winter,2,3
AL AHSA,AL AHSA,2025-02-15 03:00:00,14,11,2.6,8000,Winter,2,3
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-02-15 03:00:00,17.4,12,5.1,10000,Winter,2,3
GURIAT,GURIAT,2025-02-15 03:00:00,0,-11,0,9900,Winter,2,3
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-02-15 02:00:00,18,13,5.7,9999,Winter,2,2
ARAR,ARAR,2025-02-15 02:00:00,5,-7,2.6,9900,Winter,2,2
ABHA,ABHA,2025-02-15 02:00:00,15,13,3.1,9999,Winter,2,2
WEJH,WEJH,2025-02-15 02:00:00,16,2,2.1,9900,Winter,2,2
WADI AL DAWASIR,WADI AL DAWASIR,2025-02-15 02:00:00,21,7,8.2,9900,Winter,2,2
TAIF,TAIF,2025-02-15 02:00:00,15,14,2.1,1400,Winter,2,2
HAIL,HAIL,2025-02-15 02:00:00,11,1,3.1,9999,Winter,2,2
AL AHSA,AL AHSA,2025-02-15 02:00:00,15,11,3.1,8000,Winter,2,2
QAISUMAH,QAISUMAH,2025-02-15 02:00:00,13,11,3.6,9999,Winter,2,2
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-02-15 02:00:00,14,14,5.1,9999,Winter,2,2
RAFHA,RAFHA,2025-02-15 02:00:00,10,-3,3.6,9900,Winter,2,2
TURAIF,TURAIF,2025-02-15 02:00:00,1,-9,4.1,9900,Winter,2,2
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-02-15 02:00:00,14,10,6.2,7000,Winter,2,2
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-02-15 02:00:00,27,22,3.1,9999,Winter,2,2
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-02-15 02:00:00,24,18,2.1,9999,Winter,2,2
SHARURAH,SHARURAH,2025-02-15 02:00:00,15,1,4.1,5000,Winter,2,2
BISHA,BISHA,2025-02-15 02:00:00,17,7,2.1,9900,Winter,2,2
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-02-15 02:00:00,15,-1,6.2,9999,Winter,2,2
GURIAT,GURIAT,2025-02-15 02:00:00,1,-10,0,9900,Winter,2,2
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-02-15 02:00:00,16,13,4.6,5000,Winter,2,2
KING KHALED AB,KING KHALED AB,2025-02-15 02:00:00,17,10,8.2,9999,Winter,2,2
AL BAHA,AL BAHA,2025-02-15 02:00:00,15,6,1.5,9000,Winter,2,2
TABUK,TABUK,2025-02-15 02:00:00,6,-4,0,9900,Winter,2,2
YENBO,YENBO,2025-02-15 02:00:00,21,12,1.5,9999,Winter,2,2
NEJRAN,NEJRAN,2025-02-15 02:00:00,17,3,0,3000,Winter,2,2
KING KHALED INTL,KING KHALED INTL,2025-02-15 02:00:00,14,12,4.1,7000,Winter,2,2
GASSIM,GASSIM,2025-02-15 02:00:00,11,9,5.1,9999,Winter,2,2
AL JOUF,AL JOUF,2025-02-15 02:00:00,7,-2,2.6,9900,Winter,2,2
TABUK,TABUK,2025-02-15 01:00:00,8,-4,0,9900,Winter,2,1
YENBO,YENBO,2025-02-15 01:00:00,21,12,2.1,9999,Winter,2,1
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-02-15 01:00:00,15,-1,1,9999,Winter,2,1
GURIAT,GURIAT,2025-02-15 01:00:00,2,-9,0,9900,Winter,2,1
RAFHA,RAFHA,2025-02-15 01:00:00,10,-2,4.1,9900,Winter,2,1
SHARURAH,SHARURAH,2025-02-15 01:00:00,15,0,3.1,6000,Winter,2,1
WEJH,WEJH,2025-02-15 01:00:00,16,2,2.6,9900,Winter,2,1
BISHA,BISHA,2025-02-15 01:00:00,17,7,1.5,9900,Winter,2,1
KING KHALED AB,KING KHALED AB,2025-02-15 01:00:00,17,9,6.2,9999,Winter,2,1
ABHA,ABHA,2025-02-15 01:00:00,16,13,4.1,9999,Winter,2,1
NEJRAN,NEJRAN,2025-02-15 01:00:00,17,3,0,3000,Winter,2,1
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-02-15 01:00:00,18,13,5.7,9999,Winter,2,1
TURAIF,TURAIF,2025-02-15 01:00:00,2,-9,3.1,9900,Winter,2,1
KING KHALED INTL,KING KHALED INTL,2025-02-15 01:00:00,14,12,1.5,7000,Winter,2,1
GASSIM,GASSIM,2025-02-15 01:00:00,11,10,4.6,9999,Winter,2,1
ARAR,ARAR,2025-02-15 01:00:00,5,-7,3.6,9900,Winter,2,1
AL AHSA,AL AHSA,2025-02-15 01:00:00,15,12,4.1,8000,Winter,2,1
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-02-15 01:00:00,15,13,4.1,6000,Winter,2,1
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-02-15 01:00:00,27,22,3.6,9999,Winter,2,1
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-02-15 01:00:00,24,18,3.1,9999,Winter,2,1
QAISUMAH,QAISUMAH,2025-02-15 01:00:00,13,11,2.6,9999,Winter,2,1
AL BAHA,AL BAHA,2025-02-15 01:00:00,15,6,1.5,9900,Winter,2,1
WADI AL DAWASIR,WADI AL DAWASIR,2025-02-15 01:00:00,21,8,8.2,9900,Winter,2,1
TAIF,TAIF,2025-02-15 01:00:00,15,14,2.1,1200,Winter,2,1
HAIL,HAIL,2025-02-15 01:00:00,11,1,2.1,9999,Winter,2,1
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-02-15 01:00:00,14,14,5.1,9999,Winter,2,1
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-02-15 01:00:00,16,15,3.6,4000,Winter,2,1
AL JOUF,AL JOUF,2025-02-15 01:00:00,8,-2,2.1,9900,Winter,2,1
